"G1","G2","Score"
"ASSOC Abielas-Rhodalb-Menzfer","ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri",13.4386252045827
"ASSOC Abielas-Rhodalb-Menzfer","SUBASS Bl-Rhodalb-Pleusch-Dicranu(typic)",13.375
"ASSOC Abielas-Rhodalb-Menzfer","ASSOC BlPa - Vaccmem - Cladoni",14.5576923076923
"ASSOC Abielas-Rhodalb-Menzfer","%ASSOC Bl-Vaccmem-Racomit",12.7142857142857
"ASSOC Abielas-Rhodalb-Menzfer","ASSOC BlSe-Menzfer-Tiartri",9.83257918552036
"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","SUBASS PlBl-Vaccmem-Vaccsco(typic)",9.88943396226415
"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","ASSOC Abielas-Rhodalb-Vaccsco",12.5858374097368
"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Empenig)",13.55525606469
"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","ASSOC BlSe-Menzfer-Tiartri",14.1947835738069
"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","SUBASS SxwBl - Ribelac (typic)",14.2587192681532
"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","ASSOC Sxw-Arnica-Calarub (MSdw)",12.1603773584906
"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","SUBASS Sxw-Paximyr-Pleusch(typic)",13.5803678051111
"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","ASSOC Pinucon-Rhodalb-Calarub-Pleusch",13.8779134295228
"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","SUBASS Pl-Vaccsco-Pleusch(Abielas)",11.7030352748154
"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","SUBASS BlPl-Vaccsco-Cladoni(typic)",0
"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","SUBASS BlPl-Vaccsco-Cladoni(Abielas)",2.6613475177305
"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","SUBASS PlBl-Vaccmem-Vaccsco(typic)",8.5531914893617
"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","SUBASS Sxw-Orthsec-Pleusch(Shepcan)",8.59477756286267
"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","SUBASS Sxw-Orthsec-Pleusch(typic)",10.0276595744681
"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","ASSOC Pinucon-Junicom-Calarub-Cladoni",10.3557919621749
"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","ASSOC Pinucon-Rhodalb-Calarub-Pleusch",13.6545682102628
"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","ASSOC Pinucon-Junicom-Calarub",8.47183979974969
"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","SUBASS Pl-Vaccsco-Pleusch(Abielas)",10.1540240518039
"SUBASS BlPl-Vaccsco-Cladoni(typic)","SUBASS BlPl-Vaccsco-Cladoni(Abielas)",10.3666666666667
"SUBASS BlPl-Vaccsco-Cladoni(typic)","SUBASS Sxw-Orthsec-Pleusch(Shepcan)",13.5090909090909
"SUBASS BlPl-Vaccsco-Cladoni(typic)","ASSOC Pinucon-Junicom-Calarub-Cladoni",8.81111111111111
"SUBASS BlPl-Vaccsco-Cladoni(typic)","ASSOC Pinucon-Junicom-Calarub",10.4911764705882
"SUBASS BlPl-Vaccsco-Cladoni(typic)","SUBASS Pl-Vaccsco-Cladoni(Empenig)",9.95789473684211
"SUBASS BlPl-Vaccsco-Cladoni(typic)","SUBASS Pl-Vaccsco-Pleusch(Empenig)",14.8257575757576
"SUBASS BlPl-Vaccsco-Cladoni(Abielas)","SUBASS PlBl-Vaccmem-Vaccsco(typic)",2.78083333333333
"SUBASS BlPl-Vaccsco-Cladoni(Abielas)","SUBASS Pl-Vaccsco-Pleusch(Abielas)",6.30434782608696
"ASSOC PlBl-Vaccsco(Calarub)","ASSOC Pinucon-Shepcan-Calarub-Astecon",13.9952380952381
"ASSOC PlBl-Vaccsco(Calarub)","SUBASS Pl-Calarub-Vaccsco(typic)",9.6
"ASSOC PlBl-Vaccsco(Calarub)","SUBASS Pl-Calarub-Vaccsco(Pleusch)",14
"ASSOC PlBl-Vaccsco(Calarub)","SUBASS Pl-Calarub-Vaccsco-Pleusch(Abielas) (MSxk1)",12.06
"ASSOC PlBl-Vaccsco(Calarub)","ASSOC Pinucon-Junicom-Calarub",2.17647058823529
"ASSOC PlBl-Vaccsco(Calarub)","SUBASS Pl-Vaccsco-Cladoni(Junicom-typic)",9.26428571428571
"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","SUBASS PlBl-Vaccmem-Vaccsco(typic)",5.54166666666667
"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","SUBASS BlPl-Vaccmem",3.02083333333333
"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","ASSOC Abielas-Rhodalb-Vaccsco",7.2716049382716
"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","ASSOC Abielas-Vaccmem-Paximyr",4.45833333333333
"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","SUBASS BlBa-Vaccmem-Pleusch(Pl)",14.375
"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","%ASSOC Bl-Vaccmem-Racomit",12.047619047619
"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","SUBASS Sxw-Paximyr-Pleusch(Pseumen)",10.679347826087
"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","SUBASS Sxw-Paximyr-Pleusch(typic)",2.69778481012658
"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","SUBASS Pl-Calarub-Vaccsco(Pleusch)",14.2934782608696
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","SUBASS BlPl-Vaccmem",3.38
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC Abielas-Rhodalb-Vaccsco",9.11111111111111
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC Abielas-Vaccmem-Paximyr",11.7257142857143
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","%ASSOC Bl-Vaccmem-Racomit",14.0219047619048
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","SUBASS Sxw-Paximyr-Pleusch(typic)",8.59569620253165
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","SUBASS Pl-Vaccsco-Pleusch(Abielas)",6.73101449275362
"SUBASS BlPl-Vaccmem","ASSOC Abielas-Rhodalb-Vaccsco",5.50617283950617
"SUBASS BlPl-Vaccmem","ASSOC Abielas-Vaccmem-Paximyr",7.48809523809524
"SUBASS BlPl-Vaccmem","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Empenig)",9.25
"SUBASS BlPl-Vaccmem","%ASSOC Bl-Vaccmem-Racomit",12.0357142857143
"SUBASS BlPl-Vaccmem","SUBASS Sxw-Paximyr-Pleusch(typic)",11.4936708860759
"ASSOC Abielas-Rhodalb-Vaccsco","ASSOC Abielas(Larilya)-Vaccmem-Vaccsco-Luzula",13.4395061728395
"ASSOC Abielas-Rhodalb-Vaccsco","ASSOC Abielas-Rhodalb-Empenig",12.9259259259259
"ASSOC Abielas-Rhodalb-Vaccsco","ASSOC Abielas-Vaccmem-Paximyr",11.858024691358
"ASSOC Abielas-Rhodalb-Vaccsco","SUBASS Bl-Vaccmem-Pleusch(typic)",13.5223944875108
"ASSOC Abielas-Rhodalb-Vaccsco","SUBASS BlSe-Rhodalb-Valesit(Vaccsco)(dc2)",1.81395348837209
"ASSOC Abielas-Rhodalb-Vaccsco","SUBASS BlSe-Rhodalb-Valesit(Tiartri)(dc1)",10.7250583917251
"ASSOC Abielas-Rhodalb-Vaccsco","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Pinualb)",8.41587711742751
"ASSOC Abielas-Rhodalb-Vaccsco","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Empenig)",3.14285714285714
"ASSOC Abielas-Rhodalb-Vaccsco","SUBASS Bl-Rhodalb-Pleusch-Dicranu(typic)",7.59864672364672
"ASSOC Abielas-Rhodalb-Vaccsco","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Ribetri)",14.2427160493827
"ASSOC Abielas-Rhodalb-Vaccsco","SUBASS Sxw-Paximyr-Pleusch(typic)",11.9845288326301
"ASSOC Abielas-Rhodalb-Vaccsco","ASSOC Pinucon-Rhodalb-Calarub-Pleusch",10.1071169208424
"Sk24 ASSOC BlLa-Vaccsco","%ASSOC BlLa - Heron s-bill moss",11.0833333333333
"ASSOC Abielas(Larilya)-Vaccmem-Vaccsco-Luzula","%ASSOC BlLa - Heron s-bill moss",1.46666666666667
"ASSOC Abielas(Larilya)-Vaccmem-Vaccsco-Luzula","ASSOC Abielas-Vaccmem-Paximyr",12.147619047619
"ASSOC Abielas(Larilya)-Vaccmem-Vaccsco-Luzula","SUBASS Bl-Vaccmem-Xeroten",12.6666666666667
"ASSOC Abielas(Larilya)-Vaccmem-Vaccsco-Luzula","ASSOC BlPa - Vaccmem - Cladoni",5.925
"ASSOC Abielas(Larilya)-Vaccmem-Vaccsco-Luzula","%ASSOC Bl-Vaccmem-Racomit",8.01428571428571
"ASSOC Abielas(Larilya)-Vaccmem-Vaccsco-Luzula","ASSOC Bl-Rhodalb-Woodrush",8.68793103448276
"%ASSOC BlLa - Heron s-bill moss","SUBASS Pa-Cladoni-Dicrfus(Cassmer)",13.2083333333333
"%ASSOC BlLa - Heron s-bill moss","SUBASS Bl-Vaccmem-Xeroten",2.66666666666667
"%ASSOC BlLa - Heron s-bill moss","ASSOC BlPa - Vaccmem - Cladoni",4.875
"%ASSOC BlLa - Heron s-bill moss","%ASSOC Bl-Vaccmem-Racomit",7.35714285714286
"%ASSOC BlLa - Heron s-bill moss","ASSOC Bl-Rhodalb-Woodrush",9.41666666666667
"ASSOC Abielas-Rhodalb-Empenig","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Pinualb)",7.20413436692507
"ASSOC Abielas-Rhodalb-Empenig","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Empenig)",7.41269841269841
"ASSOC Abielas-Rhodalb-Empenig","ASSOC Pinucon-Junicom-Calarub-Cladoni",10.7222222222222
"ASSOC Abielas-Menzfer-Vaccmyt","SUBASS Bl-Rhodalb-Menzfer-Tiartri (Vaccmyt wm4)",8.40178571428572
"ASSOC Abielas-Menzfer-Vaccmyt","SUBASS Bl-Menzfer-Rhodalb-Xeroten(typic)",12.3159340659341
"ASSOC Abielas-Menzfer-Vaccmyt","ASSOC Abielas-Menzfer-Xeroten",5.39285714285714
"ASSOC Pinualb-Abielas-Junicom-Shepcan","%ASSOC Pinualb-Abielas-Cladoni%",9.44871794871795
"ASSOC Pinualb-Abielas-Junicom-Shepcan","ASSOC Pinucon-Shepcan-Calarub-Astecon",4.53846153846154
"ASSOC Pinualb-Abielas-Junicom-Shepcan","ASSOC Pinucon-Junicom-Calarub",6.25113122171946
"ASSOC Pinualb-Abielas-Junicom-Shepcan","ASSOC Pl(Pa)-Junicom-Shepcan",10.6483516483516
"ASSOC BlPa - Vaccmem - Paximyr","ASSOC Abielas-Vaccmem-Paximyr",9.04545454545454
"ASSOC BlPa - Vaccmem - Paximyr","SUBASS PlBl-Vaccmem-Cladoni(Pinualb)",2.68636363636364
"ASSOC BlPa - Vaccmem - Paximyr","%ASSOC Bl-Vaccmem-Racomit",11.8896103896104
"ASSOC BlPa - Vaccmem - Paximyr","ASSOC Abielas-Valesit-Arnica(dry)",14.5131964809384
"ASSOC BlPa - Vaccmem - Paximyr","SUBASS Sxw-Orthsec-Pleusch(Rhytrob)",12.3465909090909
"%ASSOC Pinualb-Abielas-Cladoni%","ASSOC Pl(Pa)-Junicom-Shepcan",12.6309523809524
"ASSOC Abielas-Vaccmem-Paximyr","ASSOC BlCwLw-Clinuni",11.7272727272727
"ASSOC Abielas-Vaccmem-Paximyr","ASSOC BlFd-Vaccmem-Paximyr",3.64285714285714
"ASSOC Abielas-Vaccmem-Paximyr","%ASSOC BlPl-Vaccmem-Xeroten",14.4444444444444
"ASSOC Abielas-Vaccmem-Paximyr","%ASSOC Abielas-Vaccmem-Racomit",5.57142857142857
"ASSOC Abielas-Vaccmem-Paximyr","SUBASS PlBl-Vaccmem-Cladoni(Pinualb)",13.5285714285714
"ASSOC Abielas-Vaccmem-Paximyr","SUBASS BlBa-Vaccmem-Pleusch(Hylospl)",14.5
"ASSOC Abielas-Vaccmem-Paximyr","ASSOC Abielas-Abieama-Vaccmem-Dicranu",9.3
"ASSOC Abielas-Vaccmem-Paximyr","SUBASS Bl-Menzfer-Rhodalb-Xeroten(typic)",7.61538461538461
"ASSOC Abielas-Vaccmem-Paximyr","SUBASS BlSe-Rhodalb-Xeroten",13.8260869565217
"ASSOC Abielas-Vaccmem-Paximyr","ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri",7.14893617021277
"ASSOC Abielas-Vaccmem-Paximyr","SUBASS Bl-Rhodalb-Pleusch-Dicranu(typic)",12.952380952381
"ASSOC Abielas-Vaccmem-Paximyr","ASSOC BlPa - Vaccmem - Cladoni",7.54166666666667
"ASSOC Abielas-Vaccmem-Paximyr","%ASSOC Bl-Vaccmem-Racomit",2.19047619047619
"ASSOC Abielas-Vaccmem-Paximyr","SUBASS Sxw-Orthsec-Pleusch(Rhytrob)",8.46428571428571
"ASSOC Abielas-Vaccmem-Paximyr","SUBASS Sxw-Paximyr-Pleusch(typic)",13.2712477396022
"ASSOC BlCwLw-Clinuni","ASSOC BlFd-Vaccmem-Paximyr",2.34469696969697
"ASSOC BlCwLw-Clinuni","ASSOC BlHw-Vaccmem-Rhytrob",10.5235109717868
"ASSOC BlCwLw-Clinuni","SUBASS Sxw-Paximyr-Pleusch(Lariocc)",13.2620320855615
"ASSOC BlFd-Vaccmem-Paximyr","%ASSOC BlPl-Vaccmem-Xeroten",10.7361111111111
"ASSOC BlFd-Vaccmem-Paximyr","ASSOC BlHw-Vaccmem-Rhytrob",8.79885057471264
"ASSOC BlFd-Vaccmem-Paximyr","%ASSOC Bl-Vaccmem-Racomit",6.625
"ASSOC BlFd-Vaccmem-Paximyr","SUBASS Sxw-Orthsec-Pleusch(Rhytrob)",14.6354166666667
"ASSOC BlFd-Vaccmem-Paximyr","SUBASS Sxw-Paximyr-Pleusch(Pseumen)",13.8514492753623
"ASSOC BlFd-Vaccmem-Paximyr","SUBASS Sxw-Paximyr-Pleusch(typic)",11.3032700421941
"%ASSOC Abielas-Vaccmem-Racomit","ASSOC BlPa - Vaccmem - Cladoni",14.5267857142857
"%ASSOC Abielas-Vaccmem-Racomit","%ASSOC Bl-Vaccmem-Racomit",10.2142857142857
"SUBASS PlBl-Cladina(Dicranu)","SUBASS Pl-Vaccmem-Cladoni(typic)",7.26190476190476
"SUBASS PlBl-Cladina(Dicranu)","ASSOC Pinucon-Vaccmem-Cladina",14.7197802197802
"SUBASS PlBl-Vaccmem-Cladoni(Pinualb)","%ASSOC Bl-Vaccmem-Racomit",13.4142857142857
"SUBASS PlBl-Vaccmem-Cladoni(typic)","%ASSOC Bl-Vaccmem-Racomit",14.9107142857143
"SUBASS PlBl-Vaccmem-Cladoni(typic)","ASSOC Pinucon-Junicom-Calarub",7.29411764705882
"SUBASS PlBl-Vaccmem-Cladoni(typic)","SUBASS Pl-Vaccsco-Cladoni(Junicom-typic)",9.32142857142857
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS Bl-Vaccmem-Pleusch(Vacccae)",0.456521739130435
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS Bl-Vaccmem-Pleusch(typic)",11.4403437815976
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","ASSOC Abielas-Vaccmem-Empenig",2.41304347826087
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","ASSOC Abielas-Menzfer-Ribelac",5.84782608695652
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS BlHm-Vaccmem(Pleusch)",1.52173913043478
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS BlHm-Vaccmem(Menzfer)",0.41304347826087
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS Bl-Rhodalb-Rubuped-Dicranu(Menzfer)",13.5265291083272
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)",14.8084239130435
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Ribetri)",14.0782608695652
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Dicrsco)",14.1982097186701
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS Sxw-Orthsec-Pleusch(Rhytrob)",13.0978260869565
"SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS Sx-Vaccmem(typic)",6.12518740629685
"SUBASS Bl-Vaccmem-Pleusch(Vacccae)","SUBASS Bl-Vaccmem-Pleusch(typic)",6.96947674418605
"SUBASS Bl-Vaccmem-Pleusch(Vacccae)","ASSOC Abielas-Vaccmem-Empenig",4.13461538461539
"SUBASS Bl-Vaccmem-Pleusch(Vacccae)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)",14.625
"SUBASS Bl-Vaccmem-Pleusch(Vacccae)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Dicrsco)",11.4522058823529
"SUBASS Bl-Vaccmem-Pleusch(Vacccae)","SUBASS Sxw-Orthsec-Pleusch(Shepcan)",14.6079545454545
"SUBASS Bl-Vaccmem-Pleusch(Vacccae)","SUBASS Sx-Vaccmem(typic)",5.6573275862069
"SUBASS Bl-Vaccmem-Pleusch(Vacccae)","SUBASS Sw-Vaccmem-Hylospl(typic)",14.5367647058824
"SUBASS Bl-Vaccmem-Pleusch(typic)","ASSOC Abielas-Vaccmem-Empenig",9.90966010733453
"SUBASS Bl-Vaccmem-Pleusch(typic)","ASSOC Abielas-Picemar-Ledugro",14.1744186046512
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Pinualb)",13.5697674418605
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Empenig)",6.43853820598007
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Dicranu(typic)",8.28689624329159
"SUBASS Bl-Vaccmem-Pleusch(typic)","%ASSOC Bl-Vaccmem-Racomit",13.6495016611296
"SUBASS Bl-Vaccmem-Pleusch(typic)","ASSOC Abielas Rhodalb-Vaccvit",3.64164904862579
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)",4.86991279069767
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Ribetri)",6.15395348837209
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Dicrsco)",7.12517099863201
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(typic)",13.561717352415
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Sxw-Orthsec-Pleusch(Shepcan)",9.67336152219873
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Sxw-Orthsec-Pleusch(typic)",14.0348837209302
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Sxw-Orthsec-Pleusch(Rhytrob)",8.57848837209302
"SUBASS Bl-Vaccmem-Pleusch(typic)","ASSOC Piceene-Vaccmem-Paximyr",6.49149177538287
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Sx-Vaccmem(Paximyr)",8.01967799642218
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Sx-Vaccmem(typic)",8.74458700882117
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Sw-Vaccmem-Hylospl(typic)",12.3543091655267
"SUBASS Bl-Vaccmem-Pleusch(typic)","ASSOC Pinucon-Junicom-Calarub-Cladoni",5.2906976744186
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Pl-Vaccmem-Cladoni(typic)",8.58084163898117
"SUBASS Bl-Vaccmem-Pleusch(typic)","ASSOC Pinucon-Vaccmem-Cladina",8.62254025044723
"SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Sxw-Paximyr-Pleusch(Pseumen)",7.83923154701719
"SUBASS Bl-Vaccmem-Pleusch(typic)","ASSOC Pinucon-Rhodalb-Calarub-Pleusch",11.2790697674419
"ASSOC Abielas-Vaccmem-Empenig","ASSOC Abielas-Menzfer-Ribelac",12.7826086956522
